Year,Semester,Subject,Catalog #,Section,Title,Class #,Intructor 1,Intructor 2,Instructor 3,Intructor 4,Intructor 5,Component,Type,Units,Requisites,Wait List,Fees,Seats Available,Days 1,Start 1,End 1,Building 1,Room 1,Days 2,Start 2,End 2,Building 2,Room 2,Days 3,Start 3,End 3,Building 3,Room 3,Days 4,Start 4,End 4,Building 4,Room 4,Days 5,Start 5,End 5,Building 5,Room 5,Session,Meets With 1,Meets With 2,Meets With 3,Meets With 4,Meets With 5,Meets With 6,Meets With 7,Meets With 8,Meets With 9
2016,Spring,ART,4645,001,Information Graphics,16984,"JOHNSON, HOLLY K",,,,,Studio,In Person,3.0,Yes,No,$25.00,2,M,12:55:00,17:00:00,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4675,001,Packaging Design,11431,"JOHNSON, HOLLY K",,,,,Studio,In Person,3.0,Yes,No,$48.00,4,W,12:55:00,17:00:00,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4685,001,Editorial Design,11432,"Clifton, Russell S",,,,,Studio,In Person,3.0,Yes,No,$25.00,1,H,14:00:00,18:00:00,M LI,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4690,001,Graphic Des Portfolio,10196,"JOHNSON, HOLLY K",,,,,Studio,In Person,4.0,Yes,No,$23.00,7,T,15:40:00,19:40:00,M LI,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4690,002,Graphic Des Portfolio,2617,"PERRY, KEVIN",,,,,Studio,In Person,4.0,Yes,No,$23.00,0,H,17:00:00,21:00:00,M LI,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4710,001,Advanced Photo Studies,1357,"MAROTTA, JOSEPH",,,,,Studio,In Person,4.0,Yes,No,$50.00,12,TH,12:25:00,15:20:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4720,001,Color Photography,14534,"MAROTTA, JOSEPH",,,,,Studio,In Person,4.0,Yes,No,$50.00,15,TH,15:40:00,18:40:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4735,001,Alt Photo II,9573,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,4.0,Yes,No,$130.00,1,TH,09:10:00,12:05:00,ART,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4745,001,ART 4745,9575,"CRAWFORD, LEWIS J",,,,,Studio,In Person,4.0,Yes,No,$96.00,17,MW,14:00:00,17:00:00,ART,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4750,001,Senior Photo Portfolio,9574,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,4.0,Yes,No,$55.00,4,TH,12:25:00,15:20:00,ART,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4830,001,Graph Des Internship,3341,"SOGARD, CAROL",,,,,Practicum,In Person,3.0,Yes,No,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4900,001,ART 4900,16985,"Brest van Kempen, Mark",,,,,Studio,In Person,4.0,Yes,No,$30.00,3,F,10:45:00,17:00:00,ART,365,,,,,,,,,,,,,,,,,,,,,,ART 6900 001,,,,,,,,
2016,Spring,ART,4910,001,Honors Studio Art,7146,"STOUT, PAUL L",,,,,Studio,In Person,4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4920,001,Directed Study,2611,"STOUT, PAUL L",,,,,Independent Study,In Person,1.0 -   4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4980,001,ART 4980,3661,"O'HARA URE, MAUREEN",,,,,Seminar,In Person,3.0,Yes,No,$15.00,9,H,16:35:00,19:35:00,M LI,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4985,001,Honors Senior Seminar,7147,"O'HARA URE, MAUREEN",,,,,Seminar,In Person,3.0 -   4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,4999,001,Hon Thesis/Project,4039,"WISCHER, WENDY",,,,,Honors Thesis Project,In Person,4.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6000,001,Post-Degree Studio,2981,"STOUT, PAUL L",,,,,Studio,In Person,1.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6130,001,Grad Projects-Painting,4311,"O'CONNELL, JOHN F",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6140,001,Grad Projects-Painting,8199,"DENYER, ALISON",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6150,001,Grad Projects-Painting,4312,"O'HARA URE, MAUREEN",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6160,001,Grad Projects-Painting,4313,"ERICKSON, JOHN O",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6210,001,Grad Projects-Ceramics,11296,"SNAPP, BRIAN",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6310,001,Grad Projects-Prntmakng,11297,"DIGGLE, JUSTIN",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6340,001,Grad Prntmakng,4764,"DIGGLE, JUSTIN",,,,,Studio,In Person,4.0,Yes,No,$84.00,4,MW,11:50:00,14:50:00,ART,252,,,,,,,,,,,,,,,,,,,,,,ART 4360 001,ART 4365 001,,,,,,,
2016,Spring,ART,6360,001,Grad Projects-Book Arts,9330,"POWERS-TORREY, MARY N",,,,,Studio,In Person,4.0,Yes,No,$60.00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6410,001,Grad Projects-Sculpt,11306,"STOUT, PAUL L",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6430,001,Grad Projects-Sculpt,12802,"WISCHER, WENDY",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6570,001,ART 6570,8688,"HAYES, ROSI",,,,,Seminar,In Person,3.0,,No,,1,F,14:00:00,17:00:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 4530 001,,,,,,,,
2016,Spring,ART,6580,001,Grad Art Teach Pract,7613,"KRENSKY, BETH",,,,,Practicum,In Person,3.0,,No,,2,F,09:40:00,12:40:00,ART,273,,,,,,,,,,,,,,,,,,,,,,ART 4540 001,,,,,,,,
2016,Spring,ART,6620,001,Grad Projects-Graph Des,11308,"SOGARD, CAROL",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6630,001,Grad Projects-Graph Des,7614,"EVANS, DANIEL H",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6710,001,Grad Projects-Photogr,11309,"MAROTTA, JOSEPH",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6730,001,Grad Projects-Photogr,11311,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6810,001,ART 6810,16987,"KRENSKY, BETH",,,,,Seminar,In Person,3.0,Yes,No,$10.00,3,T,09:10:00,12:05:00,ART,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6900,001,ART 6900,16986,"Brest van Kempen, Mark",,,,,Studio,In Person,1.0 -   4.0,Yes,No,$30.00,5,F,10:45:00,17:00:00,ART,365,,,,,,,,,,,,,,,,,,,,,,ART 4900 001,,,,,,,,
2016,Spring,ART,6975,001,Final Project: MFA,4572,"STOUT, PAUL L",,,,,Independent Study,In Person,3.0 -   9.0,Yes,No,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Spring,ART,6980,001,Faculty Consultation,1620,"STOUT, PAUL L",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,102,001,Non Major Basic Drawing,4054,"HOFFMAN, THOMAS S",,,,,Studio,In Person,0.0,,No,$414.00,0,TH,09:30:00,11:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 001,ART 3020 001,,,,,,,
2016,Summer,ART,102,002,Non Major Basic Drawing,4055,"HOFFMAN, THOMAS S",,,,,Studio,In Person,0.0,,No,$414.00,1,TH,12:30:00,14:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 002,ART 3020 002,,,,,,,
2016,Summer,ART,102,020,Non Major Basic Drawing,8354,"BUDD, BRENT J",,,,,Studio,In Person,0.0,,No,$414.00,2,TH,18:00:00,21:00:00,104,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,102,070,Non Major Basic Drawing,3329,"WEBSTER, MARYANN S",,,,,Studio,In Person,0.0,,No,$414.00,4,MW,18:00:00,21:30:00,SANDY,109,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,103,070,Non Major Basic Painting,8352,"ROBERTSON, BRUCE D",,,,,Studio,In Person,0.0,,No,$414.00,2,TH,18:00:00,21:00:00,SANDY,109,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,107,020,Non Major Handbuilding Ceramic,5351,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$479.00,5,TH,13:00:00,17:00:00,110,,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,107,021,Non Major Handbuilding Ceramic,8507,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$479.00,5,MW,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,108,001,Non Major Wheelthrown Pottery,5579,"Gentry, Ernest D",,,,,Studio,In Person,0.0,,No,$479.00,3,M-H,18:00:00,22:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,108,021,Non Major Wheelthrown Pottery,3331,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$479.00,7,MW,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,108,022,Non Major Wheelthrown Pottery,6052,"BARTON, KENT J",,,,,Studio,In Person,0.0,,No,$479.00,7,TH,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,206,001,NM Digital Photography,4258,"CRAWFORD, LEWIS J",,,,,Studio,In Person,0.0,,No,$449.00,0,MW,09:00:00,12:00:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,206,002,NM Digital Photography,4259,"TACHINNI, EUGENE R",,,,,Studio,In Person,0.0,,No,$449.00,1,MW,15:00:00,16:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 002,,,,,,,,
2016,Summer,ART,206,003,NM Digital Photography,7295,"TACHINNI, EUGENE R",,,,,Studio,In Person,0.0,,No,$449.00,1,MW,13:00:00,14:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 003,,,,,,,,
2016,Summer,ART,206,070,NM Digital Photography,3937,"CUMMINGS, RYAN",,,,,Studio,In Person,0.0,,No,$449.00,4,W,18:00:00,20:30:00,SANDY,204,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,309,021,Ceramics: Open Studio,4428,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$255.00,-1,M-H,15:00:00,21:30:00,110,,F,13:00:00,16:30:00,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,345,001,Landscape Painting,9104,"ERICKSON, JOHN O",,,,,Studio,In Person,0.0,,No,$479.00,0,MW,08:30:00,11:30:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 3045 001,,,,,,,,
2016,Summer,ART,1010,090,Intro To Visual Arts,2271,"DEWITTE, ELIZABETH E",,,,,Lecture,In Person,3.0,,No,$85.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,1020,001,Non major Basic Drawing,1083,"HOFFMAN, THOMAS S",,,,,Studio,In Person,3.0,,No,$15.00,2,TH,09:30:00,11:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART  102 001,ART 3020 001,,,,,,,
2016,Summer,ART,1020,002,Non major Basic Drawing,1783,"HOFFMAN, THOMAS S",,,,,Studio,In Person,3.0,,No,$15.00,1,TH,12:30:00,14:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART  102 002,ART 3020 002,,,,,,,
2016,Summer,ART,1020,020,Non major Basic Drawing,8353,"BUDD, BRENT J",,,,,Studio,In Person,3.0,,No,$15.00,13,TH,18:00:00,21:00:00,104,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,1020,070,Non major Basic Drawing,2131,"WEBSTER, MARYANN S",,,,,Studio,In Person,3.0,,No,$15.00,11,MW,18:00:00,21:30:00,SANDY,109,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,1030,070,Non-major Painting,8351,"ROBERTSON, BRUCE D",,,,,Studio,In Person,3.0,,No,$15.00,7,TH,18:00:00,21:00:00,SANDY,109,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,1050,001,NM Darkroom Photography,5615,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,3.0,,No,$75.00,3,MWF,12:00:00,15:00:00,ART,273,,,,,,,,,,,,,,,,,,,,,Misc,,,,,,,,,
2016,Summer,ART,1050,002,NM Darkroom Photography,5318,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,3.0,,No,$75.00,8,MWF,15:00:00,18:00:00,ART,273,,,,,,,,,,,,,,,,,,,,,Misc,,,,,,,,,
2016,Summer,ART,1070,020,NM Handbuild Ceramics,5350,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$80.00,10,TH,13:00:00,17:00:00,110,,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,1070,021,NM Handbuild Ceramics,8506,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$80.00,6,MW,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,1080,001,NM Wheel Pottery,4553,"Gentry, Ernest D",,,,,Studio,In Person,4.0,,No,$80.00,4,M-H,18:00:00,22:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,1080,021,NM Wheel Pottery,3330,"SHAW, DIANE O",,,,,Studio,In Person,4.0,,No,$80.00,10,MW,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,1080,022,NM Wheel Pottery,6051,"BARTON, KENT J",,,,,Studio,In Person,4.0,,No,$80.00,14,TH,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,2060,001,NM Digital Photography,3378,"CRAWFORD, LEWIS J",,,,,Studio,In Person,3.0,,No,$50.00,12,MW,09:00:00,12:00:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,2060,002,NM Digital Photography,3657,"TACHINNI, EUGENE R",,,,,Studio,In Person,3.0,,No,$50.00,18,MW,15:00:00,16:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART  206 002,,,,,,,,
2016,Summer,ART,2060,003,NM Digital Photography,6336,"TACHINNI, EUGENE R",,,,,Studio,In Person,3.0,,No,$50.00,11,MW,13:00:00,14:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART  206 003,,,,,,,,
2016,Summer,ART,2060,070,NM Digital Photography,3936,"CUMMINGS, RYAN",,,,,Studio,In Person,3.0,,No,$50.00,7,W,18:00:00,20:30:00,SANDY,204,,,,,,,,,,,,,,,,,,,,,Second Half,,,,,,,,,
2016,Summer,ART,2060,090,NM Digital Photography,4619,"BLUNDELL, SIMON H",,,,,Studio,In Person,3.0,,No,$110.00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,2060,091,NM Digital Photography,4746,"RYDER, ADELAIDE H",,,,,Studio,In Person,3.0,,No,$110.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,3010,090,Language of Color,4225,"DEWITTE, ELIZABETH E",,,,,Lecture,In Person,3.0,,No,$85.00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,3015,001,Materials of Art,8206,"BRUNVAND, SANDRA L",,,,,Studio,In Person,3.0,,No,$50.00,20,M-F,12:00:00,17:00:00,ART,362,,,,,,,,,,,,,,,,,,,,,Misc,,,,,,,,,
2016,Summer,ART,3020,001,NM Adv Drawing,2008,"HOFFMAN, THOMAS S",,,,,Studio,In Person,3.0,Yes,No,$15.00,1,TH,09:30:00,11:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART  102 001,ART 1020 001,,,,,,,
2016,Summer,ART,3020,002,NM Adv Drawing,2879,"HOFFMAN, THOMAS S",,,,,Studio,In Person,3.0,Yes,No,$15.00,1,TH,12:30:00,14:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART  102 002,ART 1020 002,,,,,,,
2016,Summer,ART,3040,001,Drawing the Human Head,1787,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,,No,$70.00,2,TH,13:00:00,16:00:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 4120 001,ART 4150 001,DRAW 3040 001,DRAW 4120 001,,,,,
2016,Summer,ART,3045,001,Landscape Painting,4295,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,,No,$20.00,2,MW,08:30:00,11:30:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART  345 001,,,,,,,,
2016,Summer,ART,3080,001,NM Adv Wheelthrowing,4554,"Gentry, Ernest D",,,,,Studio,In Person,4.0,Yes,No,$80.00,2,M-H,18:00:00,22:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,3220,001,Wheelthrown Pottery I,4555,"Gentry, Ernest D",,,,,Studio,In Person,4.0,Yes,No,$80.00,3,M-H,18:00:00,22:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,3221,001,Wheelthrown Pottery II,4556,"Gentry, Ernest D",,,,,Studio,In Person,4.0,Yes,No,$80.00,0,M-H,18:00:00,22:00:00,SCULPT,190,,,,,,,,,,,,,,,,,,,,,First Half,,,,,,,,,
2016,Summer,ART,4120,001,Life Drawing,2865,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$70.00,3,TH,13:00:00,16:00:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 3040 001,ART 4150 001,DRAW 3040 001,DRAW 4120 001,,,,,
2016,Summer,ART,4150,001,Adv Life Drawing,2866,"ERICKSON, JOHN O",,,,,Studio,In Person,4.0,Yes,No,$70.00,-1,TH,13:00:00,16:00:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 3040 001,ART 4120 001,DRAW 3040 001,DRAW 4120 001,,,,,
2016,Summer,ART,4910,001,Honors Studio Art,5616,"STOUT, PAUL L",,,,,Studio,In Person,4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,4920,001,Directed Study,1646,"STOUT, PAUL L",,,,,Independent Study,In Person,1.0 -   4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,4999,001,Hon Thesis/Project,4848,"WISCHER, WENDY",,,,,Honors Thesis Project,In Person,4.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,6000,001,Post-Degree Studio,1708,"STOUT, PAUL L",,,,,Studio,In Person,1.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,6160,001,Grad Projects-Painting,3519,"ERICKSON, JOHN O",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,6710,001,Grad Projects-Photogr,4786,"MAROTTA, JOSEPH",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,6730,001,Grad Projects-Photogr,5674,"CARYN RIZZOTTO, LAUREL",,,,,Studio,In Person,2.0 -   6.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,6975,001,Final Project: MFA,2533,"STOUT, PAUL L",,,,,Independent Study,In Person,3.0 -   9.0,Yes,No,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Summer,ART,6980,001,Faculty Consultation,1135,"STOUT, PAUL L",,,,,Independent Study,In Person,1.0 -   3.0,Yes,No,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Fall,ART,102,001,Non Major Basic Drawing,9336,"MEHR, ANNETTE",,,,,Studio,In Person,0.0,,No,$414.00,1,MW,08:35:00,10:30:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 001,ART 3020 001,,,,,,,
2016,Fall,ART,102,002,Non Major Basic Drawing,9337,"EREKSON, ERIC N",,,,,Studio,In Person,0.0,,No,$414.00,0,MW,10:45:00,12:40:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 1020 002,ART 3020 002,,,,,,,
2016,Fall,ART,102,003,Non Major Basic Drawing,9338,"EREKSON, ERIC N",,,,,Studio,In Person,0.0,,No,$414.00,1,MW,12:55:00,14:50:00,ART,361,,,,,,,,,,,,,,,,,,,,,,ART 1020 003,ART 3020 003,,,,,,,
2016,Fall,ART,102,004,Non Major Basic Drawing,9339,"CHRISTENSEN, ADAM E",,,,,Studio,In Person,0.0,,No,$414.00,1,MW,15:05:00,17:00:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 1020 004,ART 3020 004,,,,,,,
2016,Fall,ART,102,005,Non Major Basic Drawing,9340,"RICE, ANDREW E",,,,,Studio,In Person,0.0,,No,$414.00,0,TH,15:40:00,17:35:00,ART,352,,,,,,,,,,,,,,,,,,,,,,ART 1020 005,ART 3020 005,,,,,,,
2016,Fall,ART,102,020,Non Major Basic Drawing,5526,"BUDD, BRENT J",,,,,Studio,In Person,0.0,,No,$414.00,5,W,18:00:00,22:00:00,106,,,,,,,,,,,,,,,,,,,,,,,ART 1020 020,,,,,,,,
2016,Fall,ART,102,070,Non Major Basic Drawing,4668,"ROBERTSON, BRUCE D",,,,,Studio,In Person,0.0,,No,$414.00,3,T,18:00:00,22:00:00,SANDY,109,,,,,,,,,,,,,,,,,,,,,,ART 1020 070,,,,,,,,
2016,Fall,ART,103,001,Non Major Basic Painting,9343,"COBB, HOLLY A",,,,,Studio,In Person,0.0,,No,$414.00,0,MW,18:00:00,20:00:00,ART,342,,,,,,,,,,,,,,,,,,,,,,ART 1030 001,ART 3030 001,,,,,,,
2016,Fall,ART,103,070,Non Major Basic Painting,6101,"ROBERTSON, BRUCE D",,,,,Studio,In Person,0.0,,No,$414.00,5,M,18:00:00,22:00:00,SANDY,109,,,,,,,,,,,,,,,,,,,,,,ART 1030 070,,,,,,,,
2016,Fall,ART,107,001,Non Major Handbuilding Ceramic,14422,"Rodriguez, Horacio",,,,,Studio,In Person,0.0,,No,$479.00,1,MW,14:00:00,17:00:00,SCULPT,187,,,,,,,,,,,,,,,,,,,,,,ART 1070 001,ART 3210 001,CERM 3210 001,,,,,,
2016,Fall,ART,107,020,Non Major Handbuilding Ceramic,13662,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$479.00,4,S,12:30:00,16:30:00,110,,,,,,,,,,,,,,,,,,,,,,,ART 1070 020,,,,,,,,
2016,Fall,ART,107,022,Non Major Handbuilding Ceramic,4751,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$479.00,5,M,13:00:00,17:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART 1070 022,,,,,,,,
2016,Fall,ART,108,020,Non Major Wheelthrown Pottery,4671,"BARTON, KENT J",,,,,Studio,In Person,0.0,,No,$479.00,4,H,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART 1080 020,,,,,,,,
2016,Fall,ART,108,021,Non Major Wheelthrown Pottery,4672,"SHAW, DIANE O",,,,,Studio,In Person,0.0,,No,$479.00,4,W,17:00:00,21:00:00,110,,,,,,,,,,,,,,,,,,,,,,,ART 1080 021,,,,,,,,
2016,Fall,ART,206,001,NM Digital Photography,13387,"CHU, VAN T",,,,,Studio,In Person,0.0,,No,$449.00,1,MW,15:00:00,16:20:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 001,,,,,,,,
2016,Fall,ART,206,002,NM Digital Photography,9344,"CHU, VAN T",,,,,Studio,In Person,0.0,,No,$449.00,0,MW,16:35:00,18:00:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 002,,,,,,,,
2016,Fall,ART,206,003,NM Digital Photography,9345,"RYDER, ADELAIDE H",,,,,Studio,In Person,0.0,,No,$449.00,0,MW,18:00:00,19:20:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 003,,,,,,,,
2016,Fall,ART,206,004,NM Digital Photography,9346,"KYLE, JAMIE A",,,,,Studio,In Person,0.0,,No,$449.00,0,MW,19:30:00,20:50:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 004,,,,,,,,
2016,Fall,ART,206,005,NM Digital Photography,9347,"CRAWFORD, LEWIS J",,,,,Studio,In Person,0.0,,No,$449.00,1,TH,09:10:00,10:30:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 005,,,,,,,,
2016,Fall,ART,206,006,NM Digital Photography,9348,"CRAWFORD, LEWIS J",,,,,Studio,In Person,0.0,,No,$449.00,1,TH,10:45:00,12:05:00,M LI,1745,,,,,,,,,,,,,,,,,,,,,,ART 2060 006,,,,,,,,
